date,state,positive,negative,pending,hospitalized,death,total,dateChecked
20200324,AK,36,986,,0,,1022,2020-03-24T20:00:00Z
20200324,AL,215,2106,,,0,2321,2020-03-24T20:00:00Z
20200324,AR,218,947,0,22,0,1165,2020-03-24T20:00:00Z
20200324,AS,0,,,,0,0,2020-03-24T20:00:00Z
20200324,AZ,357,313,22,8,5,692,2020-03-24T20:00:00Z
20200324,CA,2102,13452,12100,,40,27654,2020-03-24T20:00:00Z
20200324,CO,720,5504,,72,7,6224,2020-03-24T20:00:00Z
20200324,CT,618,4682,,71,12,5300,2020-03-24T20:00:00Z
20200324,DC,137,1195,2,,2,1334,2020-03-24T20:00:00Z
20200324,DE,91,36,,0,0,127,2020-03-24T20:00:00Z
20200324,FL,1412,13127,1008,259,18,15547,2020-03-24T20:00:00Z
20200324,GA,1026,4458,,,32,5484,2020-03-24T20:00:00Z
20200324,GU,32,201,,5,1,233,2020-03-24T20:00:00Z
20200324,HI,77,3589,,4,1,3666,2020-03-24T20:00:00Z
20200324,IA,124,2315,,27,,2439,2020-03-24T20:00:00Z
20200324,ID,50,1887,,,0,1937,2020-03-24T20:00:00Z
20200324,IL,1551,9934,,,16,11485,2020-03-24T20:00:00Z
20200324,IN,365,2566,,1,12,2931,2020-03-24T20:00:00Z
20200324,KS,98,2086,,,2,2184,2020-03-24T20:00:00Z
20200324,KY,124,1742,,,4,1866,2020-03-24T20:00:00Z
20200324,LA,1388,7215,,271,46,8603,2020-03-24T20:00:00Z
20200324,MA,1159,12590,,94,11,13749,2020-03-24T20:00:00Z
20200324,MD,349,94,,,3,443,2020-03-24T20:00:00Z
20200324,ME,125,3014,,,,3139,2020-03-24T20:00:00Z
20200324,MI,1791,2069,,,24,3860,2020-03-24T20:00:00Z
20200324,MN,262,5550,,21,1,5812,2020-03-24T20:00:00Z
20200324,MO,183,369,,,3,552,2020-03-24T20:00:00Z
20200324,MP,0,,,,0,0,2020-03-24T20:00:00Z
20200324,MS,320,1552,,86,1,1872,2020-03-24T20:00:00Z
20200324,MT,46,1643,,,,1689,2020-03-24T20:00:00Z
20200324,NC,398,8141,,,0,8539,2020-03-24T20:00:00Z
20200324,ND,34,1454,,5,0,1488,2020-03-24T20:00:00Z
20200324,NE,52,975,,,0,1027,2020-03-24T20:00:00Z
20200324,NH,101,1447,869,11,1,2417,2020-03-24T20:00:00Z
20200324,NJ,3675,8325,45,,44,12045,2020-03-24T20:00:00Z
20200324,NM,83,5890,,,,5973,2020-03-24T20:00:00Z
20200324,NV,278,3954,0,,4,4232,2020-03-24T20:00:00Z
20200324,NY,25665,65605,,3234,210,91270,2020-03-24T20:00:00Z
20200324,OH,564,140,,145,8,704,2020-03-24T20:00:00Z
20200324,OK,106,735,,25,3,841,2020-03-24T20:00:00Z
20200324,OR,209,4350,,61,8,4559,2020-03-24T20:00:00Z
20200324,PA,851,8643,,,7,9494,2020-03-24T20:00:00Z
20200324,PR,39,268,42,,2,349,2020-03-24T20:00:00Z
20200324,RI,106,1120,77,,,1303,2020-03-24T20:00:00Z
20200324,SC,298,2012,,,5,2310,2020-03-24T20:00:00Z
20200324,SD,30,790,268,,1,1088,2020-03-24T20:00:00Z
20200324,TN,667,10517,,,2,11184,2020-03-24T20:00:00Z
20200324,TX,410,10757,,,9,11167,2020-03-24T20:00:00Z
20200324,UT,299,5524,,,1,5823,2020-03-24T20:00:00Z
20200324,VA,290,4180,,45,7,4470,2020-03-24T20:00:00Z
20200324,VI,17,,,,0,17,2020-03-24T20:00:00Z
20200324,VT,95,1440,,,7,1535,2020-03-24T20:00:00Z
20200324,WA,2221,31712,,,110,33933,2020-03-24T20:00:00Z
20200324,WI,457,8237,,,5,8694,2020-03-24T20:00:00Z
20200324,WV,20,610,0,1,0,630,2020-03-24T20:00:00Z
20200324,WY,29,710,,,,739,2020-03-24T20:00:00Z
20200323,AK,22,946,,0,,968,2020-03-23T20:00:00Z
20200323,AL,167,1665,,,0,1832,2020-03-23T20:00:00Z
20200323,AR,174,906,0,13,0,1080,2020-03-23T20:00:00Z
20200323,AS,,,,,0,0,2020-03-23T20:00:00Z
20200323,AZ,265,309,6,,2,580,2020-03-23T20:00:00Z
20200323,CA,1733,12567,12100,,27,26400,2020-03-23T20:00:00Z
20200323,CO,591,4845,,58,6,5436,2020-03-23T20:00:00Z
20200323,CT,415,4085,,54,10,4500,2020-03-23T20:00:00Z
20200323,DC,116,1113,,,2,1229,2020-03-23T20:00:00Z
20200323,DE,68,36,,0,0,104,2020-03-23T20:00:00Z
20200323,FL,1171,11063,860,217,14,13094,2020-03-23T20:00:00Z
20200323,GA,772,4297,,,25,5069,2020-03-23T20:00:00Z
20200323,GU,29,161,,,1,190,2020-03-23T20:00:00Z
20200323,HI,56,2955,,,,3011,2020-03-23T20:00:00Z
20200323,IA,105,2043,,,,2148,2020-03-23T20:00:00Z
20200323,ID,47,1309,,,0,1356,2020-03-23T20:00:00Z
20200323,IL,1285,8583,,,12,9868,2020-03-23T20:00:00Z
20200323,IN,259,1701,,1,7,1960,2020-03-23T20:00:00Z
20200323,KS,82,417,,,2,499,2020-03-23T20:00:00Z
20200323,KY,104,1762,,,3,1866,2020-03-23T20:00:00Z
20200323,LA,1172,4776,,,34,5948,2020-03-23T20:00:00Z
20200323,MA,777,8145,,79,9,8922,2020-03-23T20:00:00Z
20200323,MD,288,94,,,3,382,2020-03-23T20:00:00Z
20200323,ME,107,2791,,,,2898,2020-03-23T20:00:00Z
20200323,MI,1328,2069,,,15,3397,2020-03-23T20:00:00Z
20200323,MN,235,4511,,17,1,4746,2020-03-23T20:00:00Z
20200323,MO,183,369,,,3,552,2020-03-23T20:00:00Z
20200323,MP,0,,,,0,0,2020-03-23T20:00:00Z
20200323,MS,249,1143,,33,1,1392,2020-03-23T20:00:00Z
20200323,MT,34,1146,,,,1180,2020-03-23T20:00:00Z
20200323,NC,297,8141,,,0,8438,2020-03-23T20:00:00Z
20200323,ND,30,1353,,4,0,1383,2020-03-23T20:00:00Z
20200323,NE,50,356,,,0,406,2020-03-23T20:00:00Z
20200323,NH,78,1374,889,,,2341,2020-03-23T20:00:00Z
20200323,NJ,2844,359,94,,27,3297,2020-03-23T20:00:00Z
20200323,NM,65,5321,,,,5386,2020-03-23T20:00:00Z
20200323,NV,245,3490,0,,4,3735,2020-03-23T20:00:00Z
20200323,NY,20875,57414,,2635,114,78289,2020-03-23T20:00:00Z
20200323,OH,442,140,,104,6,582,2020-03-23T20:00:00Z
20200323,OK,81,694,102,15,2,877,2020-03-23T20:00:00Z
20200323,OR,191,3649,,56,5,3840,2020-03-23T20:00:00Z
20200323,PA,644,6595,,,6,7239,2020-03-23T20:00:00Z
20200323,PR,31,189,35,,2,255,2020-03-23T20:00:00Z
20200323,RI,106,932,216,,,1254,2020-03-23T20:00:00Z
20200323,SC,299,1466,,,5,1765,2020-03-23T20:00:00Z
20200323,SD,28,762,265,,1,1055,2020-03-23T20:00:00Z
20200323,TN,615,3272,,,2,3887,2020-03-23T20:00:00Z
20200323,TX,352,9703,,,8,10055,2020-03-23T20:00:00Z
20200323,UT,257,4790,,,1,5047,2020-03-23T20:00:00Z
20200323,VA,254,3443,,38,6,3697,2020-03-23T20:00:00Z
20200323,VI,17,,,,0,17,2020-03-23T20:00:00Z
20200323,VT,75,1106,,,5,1181,2020-03-23T20:00:00Z
20200323,WA,1996,28879,,,95,30875,2020-03-23T20:00:00Z
20200323,WI,416,7050,,,5,7466,2020-03-23T20:00:00Z
20200323,WV,16,444,4,1,0,464,2020-03-23T20:00:00Z
20200323,WY,26,592,,,,618,2020-03-23T20:00:00Z
20200322,AK,22,946,,0,,968,2020-03-22T20:00:00Z
20200322,AL,138,1464,,,0,1602,2020-03-22T20:00:00Z
20200322,AR,165,711,119,13,0,995,2020-03-22T20:00:00Z
20200322,AS,,,,,0,0,2020-03-22T20:00:00Z
20200322,AZ,152,282,87,,2,521,2020-03-22T20:00:00Z
20200322,CA,1536,11304,,,27,12840,2020-03-22T20:00:00Z
20200322,CO,475,4075,,49,5,4550,2020-03-22T20:00:00Z
20200322,CT,223,2877,,43,5,3100,2020-03-22T20:00:00Z
20200322,DC,98,957,,,1,1055,2020-03-22T20:00:00Z
20200322,DE,56,36,,,0,92,2020-03-22T20:00:00Z
20200322,FL,830,7990,963,185,13,9783,2020-03-22T20:00:00Z
20200322,GA,600,3420,,,23,4020,2020-03-22T20:00:00Z
20200322,GU,27,126,,,1,153,2020-03-22T20:00:00Z
20200322,HI,48,263,,,,311,2020-03-22T20:00:00Z
20200322,IA,90,1215,,,,1305,2020-03-22T20:00:00Z
20200322,ID,42,1175,,,0,1217,2020-03-22T20:00:00Z
20200322,IL,1058,7271,,,9,8329,2020-03-22T20:00:00Z
20200322,IN,201,1293,,1,6,1494,2020-03-22T20:00:00Z
20200322,KS,64,417,,,2,481,2020-03-22T20:00:00Z
20200322,KY,99,1472,,,3,1571,2020-03-22T20:00:00Z
20200322,LA,837,2661,,,20,3498,2020-03-22T20:00:00Z
20200322,MA,646,5459,,71,5,6128,2020-03-22T20:00:00Z
20200322,MD,244,94,,,3,338,2020-03-22T20:00:00Z
20200322,ME,89,2264,,,,2353,2020-03-22T20:00:00Z
20200322,MI,1035,2069,,,8,3104,2020-03-22T20:00:00Z
20200322,MN,169,4511,,12,1,4680,2020-03-22T20:00:00Z
20200322,MO,90,369,,,3,459,2020-03-22T20:00:00Z
20200322,MP,0,,,,0,0,2020-03-22T20:00:00Z
20200322,MS,207,1114,,33,1,1321,2020-03-22T20:00:00Z
20200322,MT,31,1146,,,,1177,2020-03-22T20:00:00Z
20200322,NC,255,6183,,,0,6438,2020-03-22T20:00:00Z
20200322,ND,28,1260,,3,0,1288,2020-03-22T20:00:00Z
20200322,NE,48,356,,,0,404,2020-03-22T20:00:00Z
20200322,NH,65,1188,959,,,2212,2020-03-22T20:00:00Z
20200322,NJ,1914,327,49,,20,2290,2020-03-22T20:00:00Z
20200322,NM,57,4722,,,,4779,2020-03-22T20:00:00Z
20200322,NV,190,2448,,,2,2638,2020-03-22T20:00:00Z
20200322,NY,15168,46233,,1974,114,61401,2020-03-22T20:00:00Z
20200322,OH,351,140,,83,3,491,2020-03-22T20:00:00Z
20200322,OK,67,669,102,11,2,838,2020-03-22T20:00:00Z
20200322,OR,161,2864,,43,4,3025,2020-03-22T20:00:00Z
20200322,PA,479,4964,,,2,5443,2020-03-22T20:00:00Z
20200322,PR,23,183,69,,,275,2020-03-22T20:00:00Z
20200322,RI,83,932,216,,,1231,2020-03-22T20:00:00Z
20200322,SC,195,1466,,,3,1661,2020-03-22T20:00:00Z
20200322,SD,21,740,277,,1,1038,2020-03-22T20:00:00Z
20200322,TN,505,3272,,,,3777,2020-03-22T20:00:00Z
20200322,TX,334,8422,,,5,8756,2020-03-22T20:00:00Z
20200322,UT,181,3508,,,1,3689,2020-03-22T20:00:00Z
20200322,VA,219,3118,,32,3,3337,2020-03-22T20:00:00Z
20200322,VI,6,,,,0,6,2020-03-22T20:00:00Z
20200322,VT,52,1106,,,2,1158,2020-03-22T20:00:00Z
20200322,WA,1793,25328,,,94,27121,2020-03-22T20:00:00Z
20200322,WI,385,6230,,,4,6615,2020-03-22T20:00:00Z
20200322,WV,12,385,1,1,0,398,2020-03-22T20:00:00Z
20200322,WY,24,438,,,,462,2020-03-22T20:00:00Z
20200321,AK,14,758,,0,,772,2020-03-21T20:00:00Z
20200321,AL,124,28,,,0,152,2020-03-21T20:00:00Z
20200321,AR,118,567,154,,,839,2020-03-21T20:00:00Z
20200321,AS,,,,,0,0,2020-03-21T20:00:00Z
20200321,AZ,104,240,122,,1,466,2020-03-21T20:00:00Z
20200321,CA,1279,11249,,,24,12528,2020-03-21T20:00:00Z
20200321,CO,363,3317,,44,4,3680,2020-03-21T20:00:00Z
20200321,CT,194,2106,,,4,2300,2020-03-21T20:00:00Z
20200321,DC,77,506,0,,1,583,2020-03-21T20:00:00Z
20200321,DE,45,36,,,0,81,2020-03-21T20:00:00Z
20200321,FL,658,6579,1002,158,12,8239,2020-03-21T20:00:00Z
20200321,GA,507,2557,,,14,3064,2020-03-21T20:00:00Z
20200321,GU,15,108,,,,123,2020-03-21T20:00:00Z
20200321,HI,37,124,9,,,170,2020-03-21T20:00:00Z
20200321,IA,68,1049,,,,1117,2020-03-21T20:00:00Z
20200321,ID,31,880,,,,911,2020-03-21T20:00:00Z
20200321,IL,759,5488,,,6,6247,2020-03-21T20:00:00Z
20200321,IN,126,707,,1,4,833,2020-03-21T20:00:00Z
20200321,KS,55,417,,,2,472,2020-03-21T20:00:00Z
20200321,KY,54,714,,,2,768,2020-03-21T20:00:00Z
20200321,LA,585,2180,,,16,2765,2020-03-21T20:00:00Z
20200321,MA,525,4752,,61,1,5277,2020-03-21T20:00:00Z
20200321,MD,190,94,,,2,284,2020-03-21T20:00:00Z
20200321,ME,73,2264,,,,2337,2020-03-21T20:00:00Z
20200321,MI,787,2069,,,5,2856,2020-03-21T20:00:00Z
20200321,MN,138,3952,,,1,4090,2020-03-21T20:00:00Z
20200321,MO,73,369,,,3,442,2020-03-21T20:00:00Z
20200321,MP,0,,,,0,0,2020-03-21T20:00:00Z
20200321,MS,140,695,,,1,835,2020-03-21T20:00:00Z
20200321,MT,20,1146,,,,1166,2020-03-21T20:00:00Z
20200321,NC,184,5092,,,0,5276,2020-03-21T20:00:00Z
20200321,ND,28,1141,,3,0,1169,2020-03-21T20:00:00Z
20200321,NE,38,356,,,0,394,2020-03-21T20:00:00Z
20200321,NH,55,973,942,,,1970,2020-03-21T20:00:00Z
20200321,NJ,1327,294,40,,16,1661,2020-03-21T20:00:00Z
20200321,NM,57,3771,,,,3828,2020-03-21T20:00:00Z
20200321,NV,124,2384,,,2,2508,2020-03-21T20:00:00Z
20200321,NY,10356,35081,,1603,44,45437,2020-03-21T20:00:00Z
20200321,OH,247,140,,58,3,387,2020-03-21T20:00:00Z
20200321,OK,53,560,144,10,1,757,2020-03-21T20:00:00Z
20200321,OR,114,2003,433,,3,2550,2020-03-21T20:00:00Z
20200321,PA,371,3766,,,2,4137,2020-03-21T20:00:00Z
20200321,PR,21,143,71,,,235,2020-03-21T20:00:00Z
20200321,RI,66,862,290,,,1218,2020-03-21T20:00:00Z
20200321,SC,152,1255,,,1,1407,2020-03-21T20:00:00Z
20200321,SD,14,691,268,,1,973,2020-03-21T20:00:00Z
20200321,TN,371,3272,,,,3643,2020-03-21T20:00:00Z
20200321,TX,304,6218,,,5,6522,2020-03-21T20:00:00Z
20200321,UT,136,2424,,,0,2560,2020-03-21T20:00:00Z
20200321,VA,152,2638,,25,2,2790,2020-03-21T20:00:00Z
20200321,VI,6,,,,0,6,2020-03-21T20:00:00Z
20200321,VT,29,779,,,2,808,2020-03-21T20:00:00Z
20200321,WA,1524,21719,,,83,23243,2020-03-21T20:00:00Z
20200321,WI,281,4628,,,4,4909,2020-03-21T20:00:00Z
20200321,WV,11,330,2,1,0,343,2020-03-21T20:00:00Z
20200321,WY,23,438,,,,461,2020-03-21T20:00:00Z
20200320,AK,12,686,,,,698,2020-03-20T20:00:00Z
20200320,AL,81,28,,,0,109,2020-03-20T20:00:00Z
20200320,AR,96,351,203,,,650,2020-03-20T20:00:00Z
20200320,AS,0,,,,0,0,2020-03-20T20:00:00Z
20200320,AZ,65,211,101,,0,377,2020-03-20T20:00:00Z
20200320,CA,1063,10424,,,20,11487,2020-03-20T20:00:00Z
20200320,CO,277,2675,,,3,2952,2020-03-20T20:00:00Z
20200320,CT,194,604,,,3,798,2020-03-20T20:00:00Z
20200320,DC,71,501,1,,1,573,2020-03-20T20:00:00Z
20200320,DE,38,36,,,0,74,2020-03-20T20:00:00Z
20200320,FL,520,1870,1026,,10,3416,2020-03-20T20:00:00Z
20200320,GA,420,1966,,,13,2386,2020-03-20T20:00:00Z
20200320,GU,14,86,,,,100,2020-03-20T20:00:00Z
20200320,HI,26,124,9,,,159,2020-03-20T20:00:00Z
20200320,IA,45,642,,,,687,2020-03-20T20:00:00Z
20200320,ID,23,590,,,,613,2020-03-20T20:00:00Z
20200320,IL,590,3696,,,5,4286,2020-03-20T20:00:00Z
20200320,IN,79,475,,,2,554,2020-03-20T20:00:00Z
20200320,KS,44,417,,,1,461,2020-03-20T20:00:00Z
20200320,KY,47,592,,,1,639,2020-03-20T20:00:00Z
20200320,LA,479,568,,,12,1047,2020-03-20T20:00:00Z
20200320,MA,413,3678,,,1,4091,2020-03-20T20:00:00Z
20200320,MD,149,94,,,1,243,2020-03-20T20:00:00Z
20200320,ME,57,2264,,,,2321,2020-03-20T20:00:00Z
20200320,MI,549,2069,,,3,2618,2020-03-20T20:00:00Z
20200320,MN,115,3741,,,,3856,2020-03-20T20:00:00Z
20200320,MO,47,369,,,1,416,2020-03-20T20:00:00Z
20200320,MP,0,,,,0,0,2020-03-20T20:00:00Z
20200320,MS,80,695,,,1,775,2020-03-20T20:00:00Z
20200320,MT,16,931,,,,947,2020-03-20T20:00:00Z
20200320,NC,137,3096,,,0,3233,2020-03-20T20:00:00Z
20200320,ND,20,800,,,0,820,2020-03-20T20:00:00Z
20200320,NE,32,240,,,0,272,2020-03-20T20:00:00Z
20200320,NH,44,745,631,,,1420,2020-03-20T20:00:00Z
20200320,NJ,890,264,86,,11,1240,2020-03-20T20:00:00Z
20200320,NM,43,3771,,,,3814,2020-03-20T20:00:00Z
20200320,NV,109,1992,-3,,1,2098,2020-03-20T20:00:00Z
20200320,NY,7102,25325,,,35,32427,2020-03-20T20:00:00Z
20200320,OH,169,140,,,1,309,2020-03-20T20:00:00Z
20200320,OK,49,538,374,,1,961,2020-03-20T20:00:00Z
20200320,OR,114,2003,433,,3,2550,2020-03-20T20:00:00Z
20200320,PA,268,2574,,,1,2842,2020-03-20T20:00:00Z
20200320,PR,14,114,52,,,180,2020-03-20T20:00:00Z
20200320,RI,54,654,140,,,848,2020-03-20T20:00:00Z
20200320,SC,81,833,,,1,914,2020-03-20T20:00:00Z
20200320,SD,14,663,270,,1,947,2020-03-20T20:00:00Z
20200320,TN,228,563,,,,791,2020-03-20T20:00:00Z
20200320,TX,194,5083,,,5,5277,2020-03-20T20:00:00Z
20200320,UT,112,2035,,,0,2147,2020-03-20T20:00:00Z
20200320,VA,114,2211,,,2,2325,2020-03-20T20:00:00Z
20200320,VI,3,,,,0,3,2020-03-20T20:00:00Z
20200320,VT,29,779,,,2,808,2020-03-20T20:00:00Z
20200320,WA,1376,19336,,,74,20712,2020-03-20T20:00:00Z
20200320,WI,206,3455,,,3,3661,2020-03-20T20:00:00Z
20200320,WV,7,219,13,,0,239,2020-03-20T20:00:00Z
20200320,WY,19,331,,,,350,2020-03-20T20:00:00Z
20200319,AK,6,400,,,,406,2020-03-19T20:00:00Z
20200319,AL,68,28,,,0,96,2020-03-19T20:00:00Z
20200319,AR,46,310,113,,,469,2020-03-19T20:00:00Z
20200319,AS,0,,,,0,0,2020-03-19T20:00:00Z
20200319,AZ,44,175,130,,0,349,2020-03-19T20:00:00Z
20200319,CA,924,8787,,,18,9711,2020-03-19T20:00:00Z
20200319,CO,216,2112,,,2,2328,2020-03-19T20:00:00Z
20200319,CT,96,604,,,1,700,2020-03-19T20:00:00Z
20200319,DC,39,153,11,,0,203,2020-03-19T20:00:00Z
20200319,DE,30,36,,,0,66,2020-03-19T20:00:00Z
20200319,FL,390,1533,1019,,8,2942,2020-03-19T20:00:00Z
20200319,GA,287,1544,,,10,1831,2020-03-19T20:00:00Z
20200319,GU,12,69,,,,81,2020-03-19T20:00:00Z
20200319,HI,16,93,9,,,118,2020-03-19T20:00:00Z
20200319,IA,38,83,,,,121,2020-03-19T20:00:00Z
20200319,ID,11,457,,,,468,2020-03-19T20:00:00Z
20200319,IL,426,2725,,,4,3151,2020-03-19T20:00:00Z
20200319,IN,56,324,,,2,380,2020-03-19T20:00:00Z
20200319,KS,34,417,,,1,451,2020-03-19T20:00:00Z
20200319,KY,35,454,,,1,489,2020-03-19T20:00:00Z
20200319,LA,347,458,,,8,805,2020-03-19T20:00:00Z
20200319,MA,328,2804,,,,3132,2020-03-19T20:00:00Z
20200319,MD,107,94,,,1,201,2020-03-19T20:00:00Z
20200319,ME,53,2004,,,,2057,2020-03-19T20:00:00Z
20200319,MI,336,2113,,,3,2449,2020-03-19T20:00:00Z
20200319,MN,89,2949,,,,3038,2020-03-19T20:00:00Z
20200319,MO,24,308,,,1,332,2020-03-19T20:00:00Z
20200319,MP,0,,,,0,0,2020-03-19T20:00:00Z
20200319,MS,50,552,,,,602,2020-03-19T20:00:00Z
20200319,MT,12,761,0,,,773,2020-03-19T20:00:00Z
20200319,NC,97,2408,,,0,2505,2020-03-19T20:00:00Z
20200319,ND,15,493,,,0,508,2020-03-19T20:00:00Z
20200319,NE,27,240,,,0,267,2020-03-19T20:00:00Z
20200319,NH,39,621,231,,,891,2020-03-19T20:00:00Z
20200319,NJ,742,210,74,,9,1026,2020-03-19T20:00:00Z
20200319,NM,35,2762,,,,2797,2020-03-19T20:00:00Z
20200319,NV,95,1626,,,1,1721,2020-03-19T20:00:00Z
20200319,NY,4152,18132,,,12,22284,2020-03-19T20:00:00Z
20200319,OH,119,140,,,,259,2020-03-19T20:00:00Z
20200319,OK,44,466,250,,1,760,2020-03-19T20:00:00Z
20200319,OR,88,1329,437,,3,1854,2020-03-19T20:00:00Z
20200319,PA,185,1608,,,1,1793,2020-03-19T20:00:00Z
20200319,PR,5,56,29,,,90,2020-03-19T20:00:00Z
